,vvs_id,Elapsed,percent_depleted,product_vends,average_daily_sales,ExpMachine,rank_ads
1329,954740,7.0,30.7693,110.0,11.9721,0,0.43593519882179677
1330,957091,7.0,26.1955,119.0,11.9801,0,0.43593519882179677
1331,959145,7.0,25.3639,121.0,11.9881,0,0.43593519882179677
1332,961021,7.0,25.3639,120.0,11.9978,0,0.43593519882179677
1333,963198,7.0,35.7589,158.0,12.0398,0,0.43593519882179677
1334,965389,7.0,36.3826,121.0,12.0498,0,0.43593519882179677
1335,967575,7.0,23.077,132.0,12.0654,0,0.43593519882179677
1336,969648,7.0,20.7901,106.0,12.0613,0,0.43593519882179677
1337,971782,7.0,20.5822,110.0,12.0595,0,0.43593519882179677
1338,973965,7.0,21.2059,117.0,12.0654,0,0.43593519882179677
1339,976094,7.0,26.4034,109.0,12.0647,0,0.43593519882179677
1340,978012,7.0,13.5136,77.0,12.037,0,0.43593519882179677
1341,980395,7.0,19.1269,103.0,12.0314,0,0.43593519882179677
1342,982642,7.0,32.0167,127.0,12.0447,0,0.43593519882179677
1343,984945,7.0,25.3639,98.0,12.0372,0,0.43593519882179677
1344,987284,7.0,20.998,116.0,12.0424,0,0.43593519882179677
1345,989604,7.0,23.9086,107.0,12.0407,0,0.43593519882179677
1346,991911,7.0,20.998,105.0,12.0348,0,0.43593519882179677
1347,994160,7.0,17.0479,94.0,12.0235,0,0.43593519882179677
1348,996472,7.0,24.1165,119.0,12.0297,0,0.43593519882179677
1349,998774,7.0,21.2059,76.0,12.0058,0,0.43593519882179677
1350,1001075,7.0,16.6321,93.0,11.9936,0,0.43593519882179677
1351,1003340,7.0,23.4928,95.0,11.9833,0,0.43593519882179677
1352,1005666,7.0,19.3348,98.0,11.9734,0,0.43593519882179677
1353,1007327,7.0,10.603,56.0,11.9344,0,0.43593519882179677
1354,1009570,7.0,19.7506,111.0,11.9367,0,0.43593519882179677
1355,1011796,7.0,27.235,94.0,11.9264,0,0.43593519882179677
1356,1013819,7.0,18.0874,70.0,11.8974,0,0.43593519882179677
1357,1015067,7.0,3.5344,51.0,11.8571,0,0.43593519882179677
1358,1016479,7.0,7.6924,54.0,11.8185,0,0.43593519882179677
1359,1018566,7.0,17.2558,76.0,11.7969,0,0.43593519882179677
1360,1020738,7.0,28.4824,99.0,11.7904,0,0.43593519882179677
1361,1022975,7.0,27.7543,110.0,11.791,0,0.43593519882179677
1362,1025375,7.0,27.3306,100.0,11.7856,0,0.43593519882179677
1363,1027700,7.0,20.1272,83.0,11.7677,0,0.43593519882179677
1364,1030077,7.0,12.5,75.0,11.7454,0,0.43593519882179677
